微博正文,发布时间
6日，“无罪释放”不到24小时，美国总统特朗普在白宫发表长达一个多小时的讲话。据多家美媒提供的现场视频显示，特朗普表示，“这不是新闻发布会，不是演讲，而是一场庆祝”。　　他继续说道，“我们不公平地受尽折磨（经历地狱）。我们没有做错任何事。”　　随后，特朗普举起一份标题为“特朗普被无罪释放”的《华盛顿邮报》说，“我承认，我这辈子做错了一些事情，但这就是最终结果。”他称，可能会把这份报纸进行裱框。　　,2020-02-07 20:35
为什么人会选择野蛮，因为烦透了和平年代里的精致的政治正确，正如选择特朗普的选民未必真的喜欢特朗普，只是烦透了他的对手。,2020-02-07 20:33
特朗普弹劾案被否，对美国大选有何影响？O网页链接一……川普！🍗🍗,2020-02-07 20:32
分享链接：O网页链接特朗普《believer》(来自Share微博客户端),2020-02-07 20:31
#凤凰新闻#分享凤凰新闻：无罪！特朗普发声调侃：永远是总统-耳闻天下事O无罪！特朗普发声调侃：永远是总统来自@凤凰新闻客户端O网页链接O无罪！特朗普发声调侃：永远是总统,2020-02-07 20:27
撕破脸到如此地步！美国政坛被总统DonaldTrump的弹劾风暴笼罩，民主党和共和党的关系跌至冰点。2月4日，应众议院议长南希.佩洛西（NancyPelosi）邀请，Trump到国会发表年度国情咨文。但二人的肢体语言却显得针锋相对。特朗普进场时获共和党人报以掌声。他走到台前，向副总统彭斯（MikePence）和佩洛西递上文件，期间佩洛西伸出手，但特朗普没有回应便转身背向她。不过到特朗普结束演说时，佩洛西便一手撕掉讲稿，还以颜色。不过，佩洛西是发起弹劾特朗普的“主谋”，难怪特朗普会有如此反应了￼,2020-02-06 22:08
【#弹劾特朗普未能成功#弹劾案落幕，特朗普被判无罪】当地时间5日下午，美国参议院就针对总统特朗普的弹劾案进行表决，最终以52票反对、48票赞成的表决结果认定指控特朗普滥用职权的弹劾条款不成立，同时以53票反对、47票赞成的表决结果认定指控特朗普妨碍国会的弹劾条款不成立。总统无罪，不会被罢免，由此，这场弹劾案的审理也就此结束。O网页链接,2020-02-06 22:05
《特朗普国情咨文演讲现场，佩洛西当众“撕”了，电影都不敢这么演……》佩洛西4日对媒体说，从那以后，她和特朗普就再没交谈过。O网页链接,2020-02-06 22:04
伊朗轰炸美军基地，白宫一片混乱！特朗普深夜得知消息，事态严重虽然我不希望有战争，我希望世界和平，可是每次国家之间的战争都有美国的份儿，仿佛美国是幕后黑手，总会伸一爪子，要么欺负小国，要么挑拨小国煽风点火使别国动乱。美国人民你们怎么选的总统？！为啥总是如此好战！？！我希望和平，可是美国总统决定了本国的军事方向，那么总统是罪魁祸首。擒贼先擒王，弹劾总统特朗普我也投一票。可以不？！！实在太讨厌了。啥时候能世界和平？！！O网页链接,2020-02-06 22:01
佩洛西“手撕”特朗普演讲稿蓬佩奥“表情包”反击O佩洛西“手撕”特朗普演讲稿蓬佩奥“表情包”反击,2020-02-06 21:57
中國加強返程運輸防疫復工謝國忠：特朗普應合作抗疫-金石財經O网页链接,2020-02-06 21:54
欢迎自告奋勇者做此《每日法语听写译》/«AUDITRANSTRADUJOUR»(28janvier2020)综合练习-法国媒体(28janvier2020)播报巴勒斯坦方面拒绝特朗普所提所谓“巴以和平计划”的新闻，请收听、笔录和翻译音频。音频链接：O网页链接答案数日后可在《与时俱进汉法双向翻译词典》查阅。,2020-02-06 21:53
#水果姐中文为武汉加油#水果姐KatyPerry穿着旗袍，为武汉加油“我们与你同在”最后还特别诚心用中文说加油，人美心善水果姐。不赞同美国政府的所作所为！特朗普下台最好！L猫艺家园_CFA美国短毛猫的微博视频,2020-02-06 21:52
我在看：【视频丨特朗普vs佩洛西：你视我若无物，我撕你如废纸】#跟新浪看热点#L视频丨特朗普vs佩洛西：你视我若无物，我撕你如废纸,2020-02-06 21:52
#凤凰新闻#分享凤凰新闻：被问为何撕碎特朗普演讲稿美众议长当场脸色突变甩出这话-国际纵横在线O网页链接来自@凤凰新闻客户端O网页链接O网页链接,2020-02-06 21:50
#凤凰新闻#分享凤凰新闻：共和党议员倒戈投票赞成弹劾特朗普炮轰：民主党间谍O共和党议员倒戈投票赞成弹劾特朗普炮轰：民主党间谍来自@凤凰新闻客户端,2020-02-06 21:50
特朗普国情报告要点：1、主要的经济成就是打贸易战，除了和墨西哥加拿大重签北美贸易协定之外，最大成就是和中国的贸易协定。重申他制止中国大规模从美国盗窃就业，盗窃知识产权，迫使中国停止以前的不公平贸易。声称现在才是中美关系最好时期，也是美国经济历史最好时期。2、全面加强国内政策的右转，头号目标是制止（民主党搞）医疗的社会主义改革，其次是限制拉美非法移民，第三反对枪支管制，第四反对人工流产，第五公立学校允许宗教（只是基督教）祈祷。3、民主党议员只在委内瑞拉和反恐问题上起立鼓掌，其余保持沉默。4、公开表示暗杀伊朗将军的正当理由。再次鼓吹他的中东问题方案。但是没有提重返亚太，没有提南海港台新疆和西藏，只强调要进中国市场。5、最后宣传他的美国梦竟然是人人平等。他自封代表蓝领，让美国回到前所未有的历史高度。。特朗普讲完后，众议院议长佩洛西当场撕碎事先递给的讲演稿（史无前例）。,2020-02-06 21:48
#美股盘前#，#特朗普被指控的两项罪名均不成立#，#高通Q1营收为50.77亿美元#,2020-02-06 21:48
发布了头条文章：《敢放央视“鸽子”！保镖数比“特朗普”还要多，网友：果真把自己当腕》O敢放央视“鸽子”！保镖数比“特朗普”还要多，网友：果真把自己当腕,2020-02-06 21:47
国家已拨款470亿用于治疗新型肺炎，我觉得很棒了！这钱给特朗普，他已经把墙修好了，而且还不会倒！,2020-02-06 21:46
最近，马云的这段视频在海外开始重新流传。美国人民大呼，这个视频是“对特朗普的绝佳回应”！难怪阿里巴巴的生意能做这么大，国家和国际局势都看的如此通透，口才也这么好，马云真是雄才大略，太厉害了！L汪大王的微博视频,2020-02-06 21:44
民主党控制的众议院所提交的弹劾特朗普，递交由共和党掌控的参议院再审，其结果早已不言而喻。（共和党目前的代言人——特朗普）两党“你方唱罢我登场”的互搡互推续写不断。,2020-02-06 21:43
#街头测试#寻求帮助，瓜伊多抵达白宫与特朗普会面。#沙雕日常##金轮新闻资讯#L金轮新闻资讯的微博视频,2020-02-06 21:39
特朗普：就不跟你握手！佩洛西：有啥呢，老娘撕了你的讲稿！,2020-02-05 22:28
我分享了L凤凰王又又的微博视频,2020-02-05 22:27
【外媒：特朗普在国情咨文演讲中引用的数据漏洞百出】视频加载中，请稍候...自动播放play外媒：特朗普在国情咨文演讲中引用的数据漏洞百出向前向后　...O网页链接,2020-02-05 22:26
《佩洛西撕掉特朗普的演讲稿大家的戏真的都挺多的_楚秀网手机版》当地时间4日，特朗普在美国国会发表任内第三份国情咨文。演讲完毕，美众议院议长佩洛西当场撕掉特朗普的演讲稿。在演讲开始前，当特朗普走上演讲席发表国情咨文之际，坐在其后方的佩洛西向特朗普伸出了手，准备与其O网页链接,2020-02-05 22:22
佩洛西称手撕特朗普讲稿“相当客气了”白宫痛批O佩洛西称手撕特朗普讲稿“相当客气了”白宫痛批,2020-02-05 22:20
妖魔与妖婆，原来不是一家人！//【美国大型党争现场：佩洛西手撕特朗普演讲稿】O美国大型党争现场：佩洛西手撕特朗普演讲稿,2020-02-05 22:20
大写的尴尬！佩洛西欲握手被特朗普“无视”撕碎手中演讲稿>>O网页链接大写的尴尬！佩洛西欲握手被特朗普“无视”撕碎手中演讲稿,2020-02-05 22:20
特朗普拒与佩洛西握手，佩洛西撕毁了手中的国情咨文【来自中新网客户端】O网页链接,2020-02-05 22:13
佩洛西撕掉特朗普的演讲稿是在进行“甜蜜的复仇”,2020-02-05 22:12
特朗普与佩洛西。特朗普把演讲稿递给佩洛西，佩洛西伸出手与特朗普握手，特朗普视而不见，不予理睬。之后，佩洛西把特朗普递给的演讲稿撕碎。特朗普不懂礼在前，佩洛西反击在后。结论是：你不尊重别人，你就得不到别人的尊重。世间的道理就这么简单。,2020-02-05 22:11
（瑞德西韦临床实验启动[玫瑰]）澎湃新闻、健康报刚刚报道。这个是确凿信息。图三是假消息。此前，有不少聊天和公号在传，瑞德西韦已在北京中日友好医院投入临床实验，煞有介事地说17小时之间，疗效惊人，270名患者心肺功能恢复96%，特朗普和美国卫生部特批如果管用供中国免费使用到4月7号；由于疗效显著，中方行动迅速，3日即进口一批药物抵达武汉。。。。全是瞎掰。它之所以是瞎掰：一这么大新闻，根本没有权威媒体发布。二特朗普等无权干涉研发企业让渡专利，只能看企业意愿。三卫健委发布，3日下午一批瑞德西韦运到，不是实验有了效果后续进药，而是此乃唯一运到中国的瑞德西韦，用于实验，弄反了。其实里边的材料全是东凑西拼改头换面。原计划实验对象确实是270人，就编成了270患者用药。效果情况（96%肺功能恢复，17小时）是抄1月底美国瑞德西韦治愈的一例新冠患者的情况。3日药物送到，但不是实验有了惊人结果后。4月7日是三期临床终止日，不是美方免费供药终止日。。。这类无耻的公号，什么都不信，只信流量，你愿意信什么它就给你编什么。有些人根本没有辨别能力。建议发现胡掰立马取关。祝愿实验尽早出结果，万众期盼！,2020-02-05 22:11
"我提出了问题""作为超级大国总统，特朗普信口雌黄搬弄是非，毫无底线的疯狂，必将严重践踏世界伦理道德与标准？""O作为超级大国总统，特朗普信口雌黄搬弄是非，毫无底线的疯狂，必将严重践踏世界伦理道德与标准？",2020-02-05 22:11
特朗普2020国情咨文称，民主党“社会主义”会毁掉美国医保O特朗普2020国情咨文称，民主党“社会主义”会毁掉美国医保,2020-02-05 22:11
【特朗普拒绝与佩洛西握手佩洛西撕掉总统国情咨文讲稿】当地时间2月4日，美国总统特朗普在美国国会发表其任内第三份国情咨文。特朗普演讲完毕，美众议院议长佩洛西当场撕掉特朗普的演讲稿。在演讲开始前，当特朗普走向演讲席发表国情咨文之际，坐在其后方的佩洛西向特朗普伸出了手，准备与其握手，但被特朗普拒绝。有分析称，这预示着未来一年不要指望国会方面取得任何进展，弹劾案使特朗普和佩洛西之间在特朗普任期内本就不睦的关系雪上加霜。LYouTube精选的微博视频,2020-02-05 22:09
